step,value
16384,0.0
32768,0.0
49152,0.0
65536,0.0
81920,0.0
98304,0.0
114688,0.0020344103686511517
131072,0.0002470355830155313
147456,0.0
163840,0.0
180224,0.0005076723755337298
196608,0.0
212992,0.0
229376,0.0
245760,0.0
262144,0.0
278528,0.0
294912,0.0
311296,0.0
327680,0.0
344064,0.0
360448,0.0
376832,0.0
393216,0.0
409600,0.0
425984,0.0
442368,0.0
458752,0.0
475136,0.0
491520,0.0
507904,0.0
524288,0.0
540672,0.0003453038807492703
557056,0.0014264581259340048
573440,0.0
589824,0.0
606208,0.0
622592,0.0
638976,0.0
655360,0.0
671744,0.0
688128,0.0
704512,0.0
720896,0.0
737280,0.0
753664,0.0
770048,0.0
786432,0.0
802816,0.011799356900155544
819200,0.0
835584,0.0
851968,0.0
868352,0.0
884736,0.0
901120,0.0
917504,0.0
933888,0.0
950272,0.0
966656,0.0
983040,0.0
999424,0.0
1015808,0.0
1032192,0.0
1048576,0.0
1064960,0.0
1081344,0.0
1097728,0.0
1114112,0.0
1130496,0.0
1146880,0.0
1163264,0.0
1179648,0.0
1196032,0.0
1212416,0.0
1228800,0.0
1245184,0.0
1261568,0.0
1277952,0.0
1294336,0.0
1310720,0.0
1327104,0.0
1343488,0.0
1359872,0.0
1376256,0.0
1392640,0.0
1409024,0.0
1425408,0.0
1441792,0.0
1458176,0.0
1474560,0.0
1490944,0.0
1507328,0.0
1523712,0.0
1540096,0.0
1556480,0.0
1572864,0.0
1589248,0.0
1605632,0.0
1622016,0.0
1638400,0.0
1654784,0.0
1671168,0.0
1687552,0.0
1703936,0.0
1720320,0.0
1736704,0.0
1753088,0.0
1769472,0.0
1785856,0.0
